reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion;;;;;
"c4d8ff61-b4f9-4bf7-a6c0-cf93a86e90b8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,5,0,2.0.38,2023-01-22 21:33:03,""Dear Sari Harianto, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu"",2023-01-22 22:04:29,2.0.38";;;;;
"ddb2cdfb-27c0-4c8e-be3e-42f20657b332,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""Sorry to say ya, mungkin dari banyaknya pengguna hanya saya yang mendapatkan perlakuan seperti ini. Saya sedang butuh dokter untuk mengobati adik saya yang sakit Exim. Tidak ada dokter yang mau menerima Konsultasi saya. Dapat voucher sebagai pengganti. Lalu saya cari lagi untuk sakit flu dengan harga lebih rendah. Tidak diterima lagi. Dapat voucher dengan nominal lebih rendah dari yang saya bayar. Aplikasi ini beneran bekerja atau buat bisnis doang?"",1,1,2.0.38,2023-01-22 05:41:53,""Dear Nugraheni Dwiandini, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu.#JagaSehatmu"",2023-01-22 05:51:03,2.0.38";;;;;
"198828a1-162e-4d94-ab2b-8604822c79ce,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Ok,5,0,,2023-01-21 00:28:47,""Dear Windy Sukmawati, terima kasih atas reviewnya. Tetap gunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu"",2023-01-21 01:57:16,";;;;;
"7037e1f6-16bf-4017-b2a9-58e7fccaf642,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""SUKAA BANGET, NGEBANTU BANGET!"",5,0,2.0.38,2023-01-20 06:42:31,""Dear Rossyabfa Hendrayani, terima kasih atas reviewnya. Tetap gunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu"",2023-01-20 07:23:36,2.0.38";;;;;
"40c322c2-b34a-4afd-99d9-d61c81628758,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""Pelayanan bagus, ramah, bisa langsung konsultasi ke dokter, di kasih resep dokter, pengiriman obat pun cepat kilat, pertahankan."",5,0,2.0.38,2023-01-17 11:22:59,""Dear Fadlie Mahardika, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam. #JagaSehatmu"",2023-01-17 15:36:22,2.0.38";;;;;
"0d91533f-c855-444b-9adb-11094b631ade,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""lama banget dokter nya bales, keburu sesi nya abis pertanyaan nya gantung ga terjawab sepenuhnya"",4,0,2.0.38,2023-01-14 03:36:16,""Dear Amelia Fitri Suryani, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. JagaSehatmu🙂"",2023-01-14 03:54:06,2.0.38";;;;;
"979659b0-4e15-4822-8916-d02cf7d40fe1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""Tidak bagus, pengembalian dananya pake promo yang berjangka"",1,1,2.0.38,2023-01-13 10:02:33,""Hai Fadila Dila, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. JagaSehatmu🙂"",2023-01-13 11:00:27,2.0.38";;;;;
"b0586e8d-3935-4e49-8560-de611e985bb5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Murah sih tp masa dokternya ngasih penjelasan singkat bgt,3,0,,2023-01-11 22:17:10,""Hai Han Star, mohon maaf atas ketidaknyamanannya.";;;;;
"Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu. JagaSehatmu🙂"",2023-01-12 00:16:38,";;;;;
"acb2dd74-24e6-4a49-9174-0c8753d4ef91,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""aplikasi sudah bagus,sayang untuk bernegosiasi dengan dokter harus bayar"",4,0,2.0.38,2023-01-10 04:02:52,""Dear Ahmad Suaduon, terima kasih atas reviewnya. Tetap setia gunakan aplikasi KlikDokter karena selain bisa chat dengan dokter, kamu juga bisa Tebus Resep secara online, Belanja Sehat, Buat Janji dengan dokter, dan masih banyak fitur keren lainnya yang tersedia gratis 24 jam. JagaSehatmu🙂"",2023-01-10 04:42:46,2.0.38";;;;;
"e825a6ea-27f0-4d0d-8041-f66c5eaa3836,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""Sangat baik dan sangat membantu, respon dokternya baik"",5,0,2.0.38,2023-01-09 09:02:03,""Dear Sri Apriyani, terima kasih atas reviewnya. Tetap setia gunakan aplikasi KlikDokter karena selain bisa chat dengan dokter, kamu juga bisa Tebus Resep secara online, Belanja Sehat, Buat Janji dengan dokter, dan masih banyak fitur keren lainnya yang tersedia gratis 24 jam. JagaSehatmu🙂"",2023-01-09 09:38:51,2.0.38";;;;;
"a37d6e65-f92a-4153-9c2f-1ad4ff01ad7e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Udah bayar konsultasi tapi karena dokternya gak online maka di ganti ama vouvher konsul gratis eh besok nya mau pake vouchernya hilang dan malah di suruh bayar lagi PARAH..!! Mending cabut aja kan masih ada aplikasi kayak gini yg gak bikin pusing..!,1,1,2.0.38,2023-01-06 03:09:19,""Dear Jose Minjo, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu."",2023-01-06 04:04:44,2.0.38";;;;;
"37b93c0f-6767-4846-8292-c8d17fbfca5a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pelayanannya baik banget dari dokter dan csnya juga ramah2,5,0,,2023-01-04 10:21:19,""Halo Muhammad Nizam, terima kasih atas reviewnya, terus gunakan aplikasi KlikDokter karena selain bisa chat dengan dokter, kamu juga bisa tebus resep secara online, belanja sehat, buat janji dengan dokter, dan masih banyak fitur lainnya yang tersedia gratis 24 jam. Salam sehat :)"",2023-01-04 10:29:17,";;;;;
"07a0296c-71e4-40b9-ae57-d1ed272b793d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Mantap gan langsung dapat dari dokter dari rumah tanpa harus ke rumah sakit,5,0,2.0.38,2023-01-03 08:39:17,""Halo Hairul Nizam, terima kasih atas reviewnya, terus gunakan aplikasi KlikDokter karena selain bisa chat dengan dokter, kamu juga bisa tebus resep secara online, belanja sehat, buat janji dengan dokter, dan masih banyak fitur lainnya yang tersedia gratis 24 jam. Salam sehat :)";;;;;
",2023-01-03 08:46:47,2.0.38
0e5a455a-162a-4a1a-9464-8d50c7c3bef0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pilihan top up cm shope gopay. shopee bug juga udah verified otp shopee malah wrong number trus. bad request juga. astaga pilihan top up nya di banyakin, ya klo dikit di pastiin jangan bug"",1,1,2.0.38,2023-01-01 17:58:06,""Dear Lingga Nft3, mohon maaf atas ketidaknyamanannya. Ulasan kamu sangat membantu kami untuk memperbaiki pelayanan kami kedepannya. Jika berkenan silakan hubungi layanan Customer Care melalui WhatsApp 0811800629 yang bisa diakses 24 jam untuk membahas lebih lanjut ulasan kamu."",2023-01-01 18:01:49,2.0.38";;;;;
"9cd33e8d-455d-4cd1-a33a-b9f8a3c03d5c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,alhamdulillah applikasi yang ngebantu aku dan keluarga aku bangettt selama masa pandemi sampai sekarang,5,0,2.0.38,2022-12-31 06:19:41,""Dear Suriati Siun, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-31 06:26:47,2.0.38";;;;;
"d66443b3-6be7-480e-954f-16061a21b5f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,dokternya ternyata lebih banyak yg standby di sini ya dari pada di sebelah. good app,5,0,2.0.38,2022-12-31 06:19:13,""Dear Annisa Rahmadi20, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-31 06:26:47,2.0.38";;;;;
"f50b1a47-7264-4816-ba2b-01a0668a4625,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""ga cuma aku yang pake, tapi ortu ku pun pakeee karena pemakaiannya yang mudah"",5,0,2.0.38,2022-12-31 06:17:11,""Dear Ridwan Hanafi, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-31 06:26:41,2.0.38";;;;;
"c7e326cf-bb4b-4584-9601-7f71a4f69adb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,applikasi yang bagus bangeeet karena banyak dokter yang available jam berapapun kita mau konsul,5,0,,2022-12-31 06:15:02,""Dear Naraga, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-31 06:26:39,";;;;;
eaa46c5d-6f81-4e01-a30a-0da5ab0c796c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sehaaat selalu buat dokter-dokter yang udah ngebantu dan fast rep aku selama konsul di klikdokter,5,0,,2022-12-31 06:13:37,,,;;;;;
"61c566f3-b932-4445-8002-a476490c918e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga bisa berkata-kata lagi deh pokoknya bintang lima bahkan bintang ketujuh buat klikdokter,5,0,2.0.38,2022-12-30 12:08:01,""Dear Raisha Alfia, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-29 11:26:27,2.0.38";;;;;
"2bca7800-f433-4d6a-accd-729e180a524f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""applikasi yang mudah diinstal, mudah digunakan, dan mudah dipakai kapan saja"",5,0,2.0.38,2022-12-30 12:01:57,""Dear Co Co, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-29 11:26:47,2.0.38";;;;;
"dfa5ce17-b21b-409f-a03b-aba90958df89,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Artikel yang tersedia di klikdokter bener-bener bermanfaat dan ngasih new insight buat aku,5,0,,2022-12-30 11:47:04,""Dear Pick Girl, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-29 11:25:38,";;;;;
"3b5a7f9e-ccd7-4dfb-a9d0-13c91114c2f8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pesen obat lewat klikdokter mudahhh banget melalui applikasi dan tinggal duduk anteng nunggu obatnya dateng deh,5,0,2.0.38,2022-12-30 11:45:16,""Dear Lin Tsanaiya, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 14:38:31,2.0.38";;;;;
"a0dfacc4-f2b4-472e-9073-19fcb0205dee,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kualitasnya udah ga diragukan lagiiii deh pokoknya klikdokter,5,0,2.0.38,2022-12-30 11:41:18,""Dear elsa brata, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-29 11:24:04,2.0.38";;;;;
"1c1ee12e-29a8-4578-a97e-d76d34f25fb3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,applikasi klikdokter juga cocok banget buat orang2 sibuk yang gada waktu buat ke rs krn bisa konsul secara online,5,0,,2022-12-30 11:36:51,""Dear angel, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-29 11:25:25,";;;;;
"4761698a-3836-4c88-9811-039674e5ec49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bener-bener lengkap bangeeet buat semua fitur yang ada di applikasi klikdokter dan mudah buat digunain,5,0,2.0.38,2022-12-30 11:36:24,""Dear Imelati Alsha Seputri, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 11:45:10,2.0.38";;;;;
"0b11c6f3-0cb2-404c-ad46-e1ba1d83fec4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ga perlu repot2 lagi skrg buat ke rs dan nunggu antrian yang panjang bgt waktu lagi sakit krn udah punya applikasi klikdokter yang siap membantu,5,2,2.0.38,2022-12-30 09:25:47,""Dear Zerine Azura, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 09:33:21,2.0.38";;;;;
"b25ed2ef-551d-4396-8b3b-b25d19a2df80,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selalu ada solusi yang diberikan dokter dari semua keluhan penyakit yang dirasakan,5,0,,2022-12-30 08:30:58,""Dear Sakila, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:37:37,";;;;;
"c51798f0-1072-420c-a3e1-823dbbefcbb1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,klikdokter selalu juara buat ngasih pelayanan ke semua customernya,5,0,2.0.38,2022-12-30 08:18:42,""Dear Anna Chairunnisa 18, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:21:00,2.0.38";;;;;
"d0153e17-f653-4224-a416-913cab2ccd34,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,selalu nyaman buat konsultasi penyakit apapun sama dokter disini,5,0,2.0.38,2022-12-30 08:08:11,""Dear Aan Madan, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:20:53,2.0.38";;;;;
"aee8c954-1a60-481c-be89-d92888ce14cb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,awalnya aku ragu untuk konsul psikolog secara online tp alhamdulillah dokternya bener2 bikin nyaman buat aku cerita semua yg sedang aku alami,5,0,2.0.38,2022-12-30 08:08:09,""Dear avina Myesha, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:20:51,2.0.38";;;;;
"1c68df91-2e6d-4c54-9820-9ef99fe701c0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pokoknya ini telehealth terlengkap yang pernah aku punya!!!,5,0,2.0.38,2022-12-30 08:07:39,""Dear Chandra Aulia /6, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:20:50,2.0.38";;;;;
"a6352449-a3f5-430b-8ae6-ab44d6aca216,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,dokternya yang selalu fast response bikin aku ga ragu buat bikin jadwal konsul di klikdokter,5,0,,2022-12-30 08:07:34,""Dear Atharizz Calief, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:20:48,";;;;;
"c78b9f96-2f4f-4a1c-ae44-08b2149e790c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""ini applikasi kece bangettt sihh krn ga cuma manusia aja yang bisa konsul, anabulpun bisa dikonsultasikan"",5,0,2.0.38,2022-12-30 08:05:17,""Dear Zilla Hikmah, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:18:52,2.0.38";;;;;
"c6099eb3-293b-4ca9-a9fc-276b52ed0e9e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Aplikasinya benar benar bermanfaat dan membantu sekali untuk konsul dokter online dan mencari tahu tentang info obat dan juga bisa mendapatkan resep obat dokter dengan mudah pelayanan nya juga 24jam. Thanks Klikdokter,5,6,2.0.38,2022-12-29 12:39:10,""Dear Syarif Hidayatullah, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-30 08:18:11,2.0.38";;;;;
"4eeb4df2-731b-4798-a736-5b3f9cab3e07,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,see,4,0,2.0.38,2022-12-29 01:00:55,""Dear Bapa Wasnirah, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-29 01:56:43,2.0.38";;;;;
"f5d230c2-9bab-4c15-b1f9-347c625ada77,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jadi salah satu applikasi andalan aku disaat lagi emergency,5,0,,2022-12-28 14:11:47,""Dear Indah prosalina, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-28 15:15:25,";;;;;
"0110957e-ad6b-4663-bd3d-6ec0c8cb6c1d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,saking profesionalnya dokter di klikdokter ga perlu khawatir kalau bakal direspon lama,5,0,2.0.38,2022-12-28 12:38:34,""Dear Dias Widia, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-28 12:51:13,2.0.38";;;;;
"29dc4d89-5d1a-4de9-8a12-0ed471dda429,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pelayanan yang oke banget bikin kita jadi nyaman buat konsul kapanpun dan dimanapun,5,0,2.0.38,2022-12-28 11:57:47,""Dear Jocelyn Nayshi, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-28 12:50:49,2.0.38";;;;;
"3df5654f-13d0-4e57-b689-d65154da5b49,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sangat amat membantu aku sebagai anak rantau yang butuh konsul dokter dalam 24 jam,5,0,2.0.38,2022-12-28 11:46:36,""Dear Riska Maulaya, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-28 12:50:22,2.0.38";;;;;
"803d92a9-875a-42b4-b8f6-610991c8ebd0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,""Kalo kata aku sih yes, karena oke banget pelayanan applikasi klikdokter"",5,0,2.0.38,2022-12-28 11:38:35,""Dear ahreum, terima kasih sudah menggunakan aplikasi KlikDokter untuk solusi kesehatan kamu. Jika ada pertanyaan, hubungi Customer Care via WhatsApp 0811800629 yang bisa diakses setiap hari selama 24 jam."",2022-12-28 12:50:12,2.0.38";;;;;
